business_id,name,categories,stars,postal_code
3uu5jvP5JKdSUW9jk-HO7A,Poutineville,"Poutineries, Pizza, Restaurants",4.5,H2V 4G3
3vVHoQg2rCSWOq3yVgsOXA,Arlequino,"Nightlife, Restaurants, Bars, Pizza",2.5,H3G 1V7
3yG3cf2ZoKKVI3wwPVBZ7w,Los Planes,"Latin American, Restaurants, Salvadoran",4.0,H2S 1G5
410NJLoLryd-vYNwRA58pw,Restaurant Ruby Rouge,"Chinese, Shopping, Restaurants, Cantonese, Home & Garden, Dim Sum, Kitchen & Bath",3.0,H2Z 1J9
43KfMITj7feZXy5vDoQBfQ,Le Mechant Grec,"Mediterranean, Restaurants, Greek",5.0,H3S 1Y7
43p4h5nPH0yXxW2Zq2yT4A,Café Unique 17,"Food, Bubble Tea, Asian Fusion, Cafes, Restaurants",3.0,H2Z 1J4
46Ld9Qc9nAx_A0jwclNZiw,Olive & Gourmando,"Restaurants, Sandwiches, Food, Cafes, Breakfast & Brunch, Bakeries, Soup",4.5,H2Y 2A7
47y08rotkJr5gYMgG5IvTA,Café International,"Italian, Cafes, Restaurants",3.5,H2S 3C7
487ZwV1pjttfx_kdqtIl3Q,ChuChai,"Thai, Restaurants, Vegan, Vegetarian",4.0,H2W 2M5
4BBdDw5CUspCRjpwaU4lNA,Le Bleu Raisin,"Restaurants, French",3.5,H2J 2M4
4C0MGY5bvbk_YubDOW23Cw,Notre Burger Gourmet,"Restaurants, Nightlife, Bars, Burgers, Salad",3.0,H3T 1Y7
4D4_79RNzrf8JsG4tTEXKg,Güloglu,"Restaurants, Food, Bakeries, Coffee & Tea, Desserts, Cafes",2.0,H1G 2Z2
4D6Qmou33hJhn-v-pKG8eg,Cafe Desserts Etc,"Event Planning & Services, Desserts, Food, Restaurants, Macarons, Caterers, Custom Cakes, Breakfast & Brunch, Specialty Food",4.0,H3H 1M2
4EjZovngO6Ys0MKCSC6NwA,HVOR,"Restaurants, Canadian (New)",4.0,H3C 1K8
4GpaWAMVj-myWqq8-yYCIw,JIAO,"Cocktail Bars, Bars, Nightlife, Restaurants, Chinese, Dim Sum",4.5,H2Y 1V2
4K1_LooJ7smBLJcKaGMjUg,Hestia,"Food, Coffee & Tea, Salad, Restaurants",4.5,H3B 5L6
4KYMJYBEuwRjS_8jX_mlRA,Fenêtre sur Kaboul,"Restaurants, Food, Afghan, Tea Rooms",4.5,H2J 2J2
4NENyDCdW9_H5IN-Jvz-YQ,Birona Hummus Bar,"Restaurants, Mediterranean, Salad, Sandwiches, Moroccan",4.0,H2T 1S5
4O8fzz9F-XEsQ-gTMgkiyQ,Restaurant Les Pyrénées,"French, Restaurants, Spanish",4.0,H2Y 2A3
4OfhecFm4wIKoAnciRhtHw,'Turel,"Breakfast & Brunch, Food, Sandwiches, Restaurants, Juice Bars & Smoothies",4.0,H2T 1P3
4S07UnBORgzvHWAGbLe7Sg,Le Colbert,"Italian, Restaurants",4.0,H2R 1W1
4UrpWaeVH3BoGGeHYYcHfQ,Rabu Sushi,"Restaurants, Sushi Bars",4.5,H8P 1B3
4WBj2ob4tEle1-4AZdB5pQ,Flammkoeur et Parigot,"Cafes, Food, Restaurants, French",5.0,H3L 1V4
4XMhO5LyfFHq5rdFHkXfXQ,Pizza Pizza,"Restaurants, Pizza",2.5,H2V 4G6
4Zwr6TMRlOLwDcx7PMW2dA,Steve Anna,"Haitian, Restaurants, Caribbean",4.5,H1X 1A1
4bPodENVzZoyYvlvXwfavw,Pastificio Sacchetto,"Specialty Food, Italian, Food, Restaurants",3.5,H2S 3S3
4c-maQ47KCueB70VGEKoDw,La Tamalera,"Mexican, Grocery, Restaurants, Food",4.5,H2T 2M7
4crAG_eZ0BKOTuX7Z5t8Lg,Restaurant Bambou Bleu,"Vietnamese, Restaurants",3.0,H2W 2M4
4dIM5PORGIKZUmD-YQLf2g,Terrasse Lafayette,"Seafood, Restaurants, Pizza, Modern European, Mediterranean, Greek",4.0,H2V 2R1
4dR7EbVclosMzk5fg7EPkQ,Sushi Palace Chinatown,"Japanese, Asian Fusion, Restaurants, Sushi Bars",3.0,H2Z 1J4
4ekuVsZdDiEYyIXR1zfZ2A,Caffè Grazie Mille,"Sandwiches, Coffee & Tea, Cafes, Salad, Restaurants, Food, Bakeries",4.5,H2T 2M2
4ermiVt4t8lbqUkRCFm4ig,Sapori Di Napoli,"Pizza, Italian, Restaurants",4.5,H3M 1P9
4fRMyuZzat8rVzQGm7eTwg,Cordova,"Specialty Food, Tapas Bars, Coffee & Tea, Nightlife, Food, Seafood, Bars, Cocktail Bars, Restaurants",5.0,H4C 1S4
4iOC8nPS2UF_mKzV9CYqYQ,A&W,"Restaurants, Burgers, Fast Food",3.0,H3G 1N1
4jsNKfrbgssqKObCzj05hw,A Beverage Store,"Food, Restaurants, Cafes, Bubble Tea",3.5,H3H 1M2
4mK9CyIzx6sovVThtWIg0Q,Kyozon,"American (Traditional), Asian Fusion, Restaurants",2.0,H3G
4nDC6pKEF7v4VgO4DNKgmQ,Chez Yolande,"Restaurants, Breakfast & Brunch, Fast Food",3.5,H4C 1T7
4sZchLd4GfNb2fSwuSgxBw,Le Pier 66,"Restaurants, Seafood, Delicatessen, Breakfast & Brunch, Wine Bars, Seafood Markets, Bars, Specialty Food, Nightlife, Food",4.5,H2V 1T6
4tS7ZWuLjNXACi1zhI150w,Tutti Frutti Déjeuners,"Breakfast & Brunch, Canadian (New), Burgers, Restaurants",3.0,H2L 4L8
4vyBv1GY1n3hCZl7yd02og,Juste à Coté,"Restaurants, Barbeque, Burgers, Cafes, Salad, Sandwiches, Pizza",4.0,H2X 1B7
4vzxDkAcnOQEQcs4rk_7-Q,Bofinger Barbecue Smokehouse,"Barbeque, Restaurants",2.5,H4A 1W6
4wmDi9N3s50UJ5BVcQXbVQ,Okane,"Vietnamese, American (New), Sushi Bars, Canadian (New), Japanese, Restaurants",3.0,H3C 0B1
4x_LaIevRx1y_rVSGoEY8A,Café Spoon,"Cafes, Restaurants",4.0,H3G 2C1
4yStXW33uG870sRIrXktdw,Café Ferlucci,"Specialty Food, Coffee & Tea, Restaurants, Food, Cafes",5.0,H2R 1R3
4zqNMawX8otZxcKWXHk6pQ,Les Delices Bio,"Vegetarian, Event Planning & Services, Specialty Food, Restaurants, Food, Caterers, Shopping, Health Markets, Gluten-Free, Bridal",4.5,H2J 1Y6
5-p6vX8wVC496vU9eOjRNA,Restaurant My Canh,"Vietnamese, Restaurants",4.0,H2Z 1J5
52-omTjba8j2Zo6Eg6_jgw,Orange Café,"Breakfast & Brunch, Canadian (New), Restaurants",3.5,H4A 3J8
54kw8XDZgllVwxHKKLHCYw,Buffet Sultan,"Restaurants, Halal, Buffets, Indian",3.5,H2X 3L7
58APdML-PG_OD4El2ePTvw,Le Cartet,"Food, Specialty Food, Breakfast & Brunch, French, Restaurants, Delicatessen",4.0,H2Y 2E5
5BAdubSKMARs3qYRHGaClA,Terrasse Nelligan,"Restaurants, Lounges, Nightlife, Bars, French, Sandwiches",3.5,H2Y 1Z3
5Bp8rQlvD44_W2lkcCc2vw,Renoir,"French, Breakfast & Brunch, Bars, Restaurants, Nightlife",4.0,H3A 2N3
5CXhRir3HAsNYQws2u2aTQ,Burger de Ville,"Burgers, Restaurants, Fast Food",4.0,H2T 1S1
5Dnt0murgRVjXzAoXlOMLQ,Tandoori Masson,"Restaurants, Indian",5.0,H1Y 1X6
5GXKxdlJQOrmoPe0GXzJNA,Jardin Tiki,"Local Flavor, Chinese, Nightlife, Restaurants, Bars, Buffets, Asian Fusion",2.5,H1V 1A1
5GxZUyQRuysMMchkSRQS4Q,Orange Rouge,"Asian Fusion, Canadian (New), Restaurants",4.0,H2Z 1C3
5ITCEqgkS2yX5-0sW0P0rw,Walima Restaurant,"Lebanese, Restaurants, Arabian, Halal, Barbeque, Middle Eastern, Sandwiches",4.5,H3G 2H4
5Jl2TRsiWszEYajbj2Tq9Q,Café Fanelli,"Cafes, Restaurants",4.5,H3A 0B2
5NLsGAU0t9hYxlXdQhFXVw,Rockaberry,"Restaurants, Bakeries, Salad, Food, Cafes, Desserts, Soup",4.0,H3C 1K8
5NRLnaFBxO4V7bN5ENaefA,Terrasse William Gray,"Seafood, Restaurants, Bars, Nightlife",3.5,H2Y 3A6
5PM5THfRcUcljcKRWozeOg,Fisshu,"Restaurants, Sushi Bars",2.5,H3B 1B2
5Rh6E8PpHiyegNbbeNX5Ug,Arts café,"Cafes, Restaurants, Coffee & Tea, Comfort Food, Food, Breakfast & Brunch",4.0,H2T 2M8
5Ro4an5IOaDEb3UJRxOkeg,Mikes,"Pizza, Breakfast & Brunch, Noodles, Restaurants",2.0,H1Y 1K7
5T6kFKFycym_GkhgOiysIw,La Banquise,"Restaurants, Fast Food, Poutineries, Diners",4.0,H2J 2J3
5T_Q3QMzEO0Bhd4r-R2mEw,La Bête à Pain,"Bakeries, Food, Cafes, Restaurants",4.5,H3C 2E9
5UH5pP7rKi3idkUUzoiXyA,Sushi Land,"Japanese, Seafood, Restaurants, Sushi Bars, Salad, Sandwiches",4.5,H2Y 1M6
5VsUFnYEMCUfKpGOJnUmSA,Thavas Boite à Curry,"Sri Lankan, Indian, Restaurants",4.5,H3G 2E2
5XX1w4WbwSlrACQ5vKuLDw,Pho Saigon Viet-Nam,"Soup, Vietnamese, Restaurants, Chinese",4.0,H2Z 1J6
5XZgjdttahrvS5JoXVZ4Kg,Barbounya,"Mediterranean, Turkish, Restaurants",4.0,H2T 2N8
5ZgKY97cfRijcosskzIXbg,Moustache Café,"Cafes, Coffee & Tea, Food, Restaurants",4.5,H2S 1P8
5c5UirXrN1UsEZiM6FGP9g,ART:Brgr,"Restaurants, Burgers",3.5,H2J 2L6
5cAhaVuUvlgpDm8ABF8jog,Restaurant Nilufar,"Vegan, Restaurants, Food, Vegetarian, Gluten-Free, Grocery, Middle Eastern",4.0,H3H 1M3
5dq4wM4fiuu965oHBmVd0g,La Panthère Verte,"Restaurants, Vegan, Sandwiches, Juice Bars & Smoothies, Food",4.5,H2T 1N9
5dzXrZr7MyTB92_MSqV3Lw,Le Poke Shop,"Hawaiian, Restaurants, Japanese, Poke, Food",3.5,H3W 3C2
5e3wE7FyIufxIMlCP54PCA,Just Pressed,"Acai Bowls, Food, Juice Bars & Smoothies, Restaurants, Vegan",5.0,H3A 2A5
5h--136168hpYFhgh-yOCg,Monteiro Grillades Portugaises,"Portuguese, Restaurants",3.5,H2R 1T3
5hfXB9GygxfxJXV-Uic5vg,La Maison des Pâtes Fraîches,"Caterers, Restaurants, Food, Grocery, Italian, Specialty Food, Event Planning & Services, Delicatessen",4.0,H2J 2H9
5nik5Mb5Vn0XmmD9zjIjRQ,Café Neko,"Japanese, Restaurants",4.5,H2X 2P5
5rWS10zVUc2Lqv4BVgrjJw,Ryú,"Restaurants, Japanese, Asian Fusion, Sushi Bars",4.0,H3A 1S8
5s51wuld6gIIiERpDU4yrw,Antep Kabab,"Turkish, Restaurants",4.5,H3H 2N4
5tTl2RsI2FtTTXjAbntLkg,Grain De Folie,"American (Traditional), Restaurants",3.0,H2W 2M4
5xTW_2SyN-zKe99P10gI_g,Rôtisserie St-Hubert Express,"Chicken Shop, Fast Food, Chicken Wings, Barbeque, Restaurants",2.5,H4R 1J9
63NuToRgo77eR8yGJQaZ1w,Vélo Québec - La Maison des Cyclistes,"Travel Services, Bike Repair/Maintenance, Local Services, Coffee & Tea, Food, Bikes, Hotels & Travel, Sporting Goods, Restaurants, Cafes, Shopping",4.5,H2J 2J9
63bcdNtqkPxuBOBAtqO1Kg,Dirty Pizza,"Poutineries, Pizza, Restaurants",4.0,H2T 1N4
63hkYvXXcZsHeCeZBQbfew,Shawarmaz,"French, Mediterranean, Arabian, Lebanese, Falafel, Restaurants, Middle Eastern",4.0,H3B 2T6
63in7ND_-TPVVI_J12JLRA,Robin des Bois,"Vegan, Canadian (New), Vegetarian, French, Restaurants",4.5,H2T 1R2
63qPRnFAjxtchnSTWBxwbw,Frite Alors,"Poutineries, Diners, Belgian, French, American (Traditional), Burgers, Restaurants, Sandwiches, Food",4.0,H2X 3K6
64zUyR3gO7_3HuZPsNUl2g,Akita,"Restaurants, Sushi Bars, Japanese",4.5,H1P 3B5
66DKb6APF96InEKrUVIbZw,Allo Inde,"Restaurants, Pakistani, Indian",3.5,H3G 2M5
677d4SLQEryJNM-FFRqyxg,Les Moulins la Fayette,"Sandwiches, Food, Restaurants, Bakeries, Cafes, Coffee & Tea",4.5,H2Y 1L9
6BL92dndWIhhyA7KZ7j9Fw,Bagels on Greene,"Restaurants, Grocery, Sandwiches, Internet Cafes, Salad, Food, Breakfast & Brunch, Bagels",4.0,H3Z 1P4
6CWJLs-FBvc1tnOcR4m3Uw,Dahlia's Mediterranean Bistro,"Restaurants, Middle Eastern, Mediterranean, Lebanese",4.0,H3A 1L8
6E7heoeb5zO4iwKmqScVZw,Kam Ho,"Chinese, Restaurants",3.0,H3G 2H7
6FAi8I02ebfThz00QpTbkQ,Il Bazzali,"Restaurants, French, Italian, Breakfast & Brunch",4.5,H2S 1R7
6FBGPT16vWunVwgB5aSEKg,L'Gros Luxe Sud-Ouest,"Gastropubs, Breakfast & Brunch, Chicken Wings, Sandwiches, Restaurants, Diners, Bars, Tapas/Small Plates, Burgers, Cocktail Bars, Nightlife",2.5,H3J 1N5
6GHwgKNlvfIMUpFaxgBjUA,L'Artisan Piadineria,"Restaurants, Sandwiches, Italian",4.0,H2L 3L2
6Ga5HaqK8fJGv4e278jPEg,Café Titanic,"Cafes, Sandwiches, Restaurants",4.0,H2Y 2M8
6Gt_LDyyofhK8skt8BoHBQ,Café District,"Event Planning & Services, Food, Coffee & Tea, Breakfast & Brunch, Cafes, Sandwiches, Caterers, Restaurants",3.5,H3C 1N9
6HZq5EUCrgWzEqe0xdPmJg,Lallouz,"Restaurants, Cafes, Mediterranean",4.0,H2T 1R2
6I6uDGwCDggrWXi2T4lfaA,Buns Hamburger House,"Burgers, Restaurants",3.5,H3H 2V5
6NlZffPhmy5IgJdu_nI9nA,La Mâle Bouffe,"Sandwiches, Poutineries, Barbeque, Restaurants",3.5,H1W 1S6
6RkRv82C9tA1QYoUvKIwHg,Industria,"Pizza, Bars, Nightlife, Italian, Restaurants",4.0,H1M 1W9
6UQ2c1PCmy1q-GtaF-EdaA,Shabu Shabu,"Food, Restaurants, Barbeque, Korean",3.5,H4B 1T6
6WR-XYwYsv7UyFOEIVMyyg,Impérial,"Restaurants, Dim Sum, Chinese",3.5,H2Z 9Y9
6WyTW2XS6NMlcU04aA1bYA,Cocktail Hawaii,"Food, Creperies, Breakfast & Brunch, Cafes, Restaurants, Juice Bars & Smoothies",4.0,H3H 2N3
6XMpuxp5vzCjF0DbhbEldw,Hwang-Kum,"Restaurants, Korean",4.0,H4A 1X7
6XZATxc2fcBoSjit1pVDwA,7Grains Bakery & Café,"Salad, Bakeries, Sandwiches, Restaurants, Health Markets, Breakfast & Brunch, Food, Specialty Food",2.0,H2Y 1H3
6YisCAG-Y3rT2orW0oWaKw,La Palette Gourmande,"Coffee & Tea, Breakfast & Brunch, Event Planning & Services, Tea Rooms, Patisserie/Cake Shop, Cafes, Food, Restaurants, Bakeries, Caterers, Delicatessen",4.0,H3G 1L3
6ZvPjH_GoJaj5pZBzp1l1w,Cafe Mei,"Cafes, Asian Fusion, Restaurants",3.5,H2T 1S5
6Zvu-xv3AicfO-gOum5uCw,K'Moon,"Restaurants, Mediterranean, Moroccan",2.0,H2S 1K8
6fPij_e83qj9OUgMvujkwg,Pick Thaï,"Thai, Restaurants",3.5,H4A 0A4
6fWgSMO1JmE2F0f2Fu7LZw,Harvey's,"American (Traditional), Fast Food, Burgers, Restaurants",3.5,H4P 2G9
6fd9EIo9TAFvJLkfC7_qYA,L'Avenue,"Restaurants, Breakfast & Brunch",4.5,H4C 1P5
6j7kmNdr0aods0C45KWYpQ,Mangiafoco,"Pizza, Restaurants, Italian, Tapas/Small Plates",4.0,H2Y 1Z3
6nwhm3opaLaKFekuF4gqhA,St-Viateur Bagel & Café,"Breakfast & Brunch, Restaurants",4.0,H4A 1E2
6oDTE0mxZvJqgkQDWuXuIg,Bocadillo,"Latin American, Restaurants, Venezuelan",4.5,H2S 3C7
6pUWuE3A0VflOx2u9z03vg,Le Sieur d'Iberville,"Bars, Brasseries, Event Planning & Services, Venues & Event Spaces, Nightlife, Restaurants",4.0,H2H 1L3
6r2f7qd5NZBv1cLOzRVxKA,Bottega,"Pizza, Restaurants",3.5,H2S 1K7
6uh69z-4SO2TuuMbSDIOTw,Charcuterie de Tours,"Delis, Specialty Food, Sandwiches, Restaurants, Food, Meat Shops",4.5,H4C 2G3
6upiav-eo2MfiNIR2M010w,Caffè Mille Gusti,"Coffee & Tea, Restaurants, Food, Cafes, Breakfast & Brunch",4.5,H2S 1N2
6v4F1ObdUmD5h4myHPTSjQ,Panda Thai,"Restaurants, Sandwiches, Asian Fusion, Pan Asian, Thai",4.0,H2J 1W8
6w7HK7E01WUzXd4mqOLD7Q,I Sushi,"Sushi Bars, Restaurants",5.0,H2Z 1N7
6wZIRMkNY3XVF3rSoMLHNQ,Le Super Qualité,"Indian, Restaurants",4.5,H2S 1H7
6y1BE5GglR_dEbWhHSv96Q,Boulangerie Spicee,"Bakeries, Restaurants, Caribbean, Food",4.0,H3W 2T3
7-oYMT77WfBA1f8vmM33bQ,Lafontaine - Comptoir & Marché Express,"Organic Stores, Restaurants, Juice Bars & Smoothies, Food, Soup",3.5,H2L 3M8
71rJ8O-cQTILGuLRC-0OIA,Restaurant Qué Querés,"Restaurants, Latin American, Salvadoran",3.5,H2R 2N2
74iNcDdhcWRpnawK_sTPmw,Resto Cali,"Restaurants, Vietnamese",3.5,H2Z 1J4
75Essb8BoESqUpfrPp_DxQ,A&W,"Burgers, Fast Food, Restaurants",4.5,H2Y 1B9
76VQeyubOwzkb6LxoWIhXQ,Baldwin Barmacie,"Nightlife, Restaurants, Cocktail Bars, Canadian (New), Bars",4.0,H2T 2N6
78bhgohDRdlshKjp0YF11w,Harvey's,"Burgers, Fast Food, Restaurants, American (Traditional)",2.0,H3S 2B5
79bmvOX5mcxKx4B8TRj4sg,Ogo Sushi,"Restaurants, Japanese, Sushi Bars",4.0,H2P 1V9
7BG_ook7X8ssDj0BxR3AMw,Sushi Plus,"Japanese, Sushi Bars, Buffets, Restaurants",3.5,H3S 1Z5
7FA5S7LWBKJrQMV86ZUNuQ,Wasabi Sushi,"Sushi Bars, Restaurants",3.0,H3X 1V3
7JCrB4ODzJmDaIk7l2L0rQ,Bellagio Ristorante,"Restaurants, Italian",4.0,H3A 3C2
7K1i-fIbGgNjJwzomoD04w,Vivalia Bistro Express,"Sandwiches, Vegan, Gluten-Free, Organic Stores, Restaurants, Food, Vegetarian, Juice Bars & Smoothies, International",5.0,H2Y 1T7
7MacgLhLGiXvZoZdhgeKPw,De Farine et d'Eau Fraîche,"Restaurants, Food, Coffee & Tea, Sandwiches, Breakfast & Brunch, Cajun/Creole, Desserts",4.5,H2L 3L4
7PN0lztmXgx_GwRCSraQ9w,Hillary Salades,"Caterers, Soup, Food, Restaurants, Event Planning & Services, Food Delivery Services, Salad",5.0,H2W 2M4
7QDqfGfw0k4o1Wu8Q4VvhA,Ram Sweet Shop,"Food, Restaurants, Desserts, Indian",4.5,H3N 1T2
7QThNKBZfCNDsCaWRoejMw,M4 Burritos,"Fast Food, Mexican, Restaurants, Vegetarian",2.5,H2X 3K4
7RuOHcVAblMhJPhDKmDLzg,Chez Maharani,"Pakistani, Restaurants, Bangladeshi, Indian",2.5,H2X 3K3
7RvCrO6n2jkC8IQvfdm04g,Tête Carrée,"Restaurants, Chinese, Food Stands",5.0,H4C 2W3
7SF6nn5L8djCFva8IbwRXw,Frites Alors,"Restaurants, Sandwiches, Canadian (New), Poutineries, Burgers",4.0,H3T 1M2
7ScWdpnwZyP6hJXxGCr7RQ,Délicieux,"Restaurants, Vegan, Breakfast & Brunch, Vegetarian",4.5,H2V 4H1
7Tw59ZZQeOLBVmceRbMUFg,Le Dragon Magnifique,"Chinese, Restaurants",3.0,H1W 1S6
7Ug8zCmY6iDTewxWqeYQ2g,Le Quartier Général,"French, Restaurants",4.5,H2J 1R3
7W9I_S3llnTAW1B-iCoM6g,La Bulle au Carré,"Cafes, Restaurants, Creperies",3.5,H2L 4S9
7XbDXIvj-SqSnBZ2tpfzbQ,Bistro Japonais Furusato,"Japanese, Restaurants",4.0,H3A 2K2
7bdU3QMrMHwvm9D2H6VV9A,Arem Restaurant,"Wine Bars, Restaurants, Turkish, Bars, Breakfast & Brunch, Buffets, Cocktail Bars, Nightlife, Middle Eastern",3.0,H3J 1R1
7ft1Aaqpe8hsPgfy6UVtcw,Mon Ami - Somerled,"Restaurants, Korean, Chicken Shop",4.5,H3X 2B6
7gzCdoL1Zuk-S1Tf55lp4Q,Farrouj Express,"Mediterranean, Food Delivery Services, Restaurants, Lebanese, Food, Canadian (New), Middle Eastern",4.5,H2X 3P9
7hxwnxLCnnvWKWPCnmlvDg,Restaurant Alexandre,"Italian, Mediterranean, Seafood, Greek, Restaurants",3.5,H2L 1A7
7l9Tw1GYrVR9-aJOOh9q7Q,La Taverne Normand,"Tapas Bars, Restaurants, Nightlife, Lounges, French, Bars, Pubs",3.5,H2J 1Z2
7mV10OWvWZlvQahmoBrKTw,Négasaké,"Korean, Restaurants",3.5,H2X 1B3
7rjsddY6fB_SJXIVOLywTQ,Knox,"Nightlife, Restaurants, Bars, Sports Bars, French, Pubs",4.5,H3K 1J1
7s3xmQN9H9N404tQVXwoJQ,Chez Eric,"Brasseries, Bistros, Restaurants, French",2.5,H2Y 1H1
7um-gnjmA5sqnUcM9Gh2Mg,New Dynasty,"Restaurants, Chinese",4.0,H2Z 1K2
7vvXlBtxa-TAaoZFWoRxkA,Mange-Moi,"Poutineries, Restaurants, Hot Dogs, Burgers, American (Traditional)",3.5,H2T 1N4
7wgKazvblPECOzBrd6N50Q,Restaurant Beijing,"Restaurants, Chinese",3.5,H2Z 1C1
7x5pDqeLhA8Ezdsz_3JTMQ,Pho Bac 97,"Vietnamese, Restaurants",4.0,H2Z 1J3
7zzYJ1zTCGXw3EI2AumUfA,Pocha de Marie,"Restaurants, Korean",4.5,H3T 1X1
8-UimW8awULAZWuKUq9nKg,Restaurant Le Caveau,"French, Restaurants",3.5,H3A 2A3
806kkDGaRCJ4lZLRcEf-iw,Sumo Ramen,"Vietnamese, Ramen, Japanese, Restaurants, Noodles",3.5,H2Z 1J4
80LCPTNO0LM_7Vg9nV9B7w,La Cloche à Fromage,"Food, Restaurants, French, Cheese Shops, Specialty Food",5.0,H1X 3J2
82fdk8YOZ67hl_t66BydzA,Le Taj,"Vegan, Pakistani, Restaurants, Indian, Middle Eastern, Vegetarian",4.0,H3A 1R7
83VNhMl1Jrzw9f5dBf3BYg,Houston Avenue Bar & Grill,"Nightlife, Bars, Restaurants, Steakhouses",3.5,H3A 2R4
83Vim9NHp66yLPPVlCl5Iw,Restaurant Pino,"Pizza, Italian, Restaurants",3.0,H3G 2B2
83Z5ssEW0LGZmtgKaLBT9w,Kuu Bistro,"Sushi Bars, Bars, Japanese, Restaurants, Nightlife",3.0,H3B
86Cq7KrcFUo1LGtNORfo1w,KazaMaza,"Restaurants, Middle Eastern",4.0,H2V 4E4
87Ijd_FoCxNWNFPfPy98pg,L'Instant,"Restaurants, Cafes, Delis",2.5,H3C 4W7
8ALSiH-XAaKIxpGXJfVtQA,Restaurant Ermitage,"Event Planning & Services, Caterers, Russian, Restaurants",5.0,H3V 1G6
8BcxfqJyNBsaHygLT291mA,Pistolero,"Pubs, Bars, Southern, Restaurants, Nightlife, Barbeque, Cocktail Bars",4.0,H3G 2E3
8BkHsanQFybOf3XwIa0pCw,Pho Nam Quan,"Vietnamese, Restaurants",3.5,H1Z 2G3
8Bt72yFXGaIMda3MnuJ5Mg,William J Walter,"Specialty Food, Delicatessen, Sandwiches, Food, Canadian (New), Local Flavor, Meat Shops, American (New), Restaurants",4.5,H2S 1A1
8Cny1-SYxd8vtgmBFFSJYA,Chez Ennio,"Italian, Restaurants",4.5,H3H 1K5
8DmLIFcVBHqjp8XPXRQ6lw,Thomson House,"Restaurants, Bars, Nightlife",3.5,H3A
8FI3c1_BxMSgE9YUn96vqQ,The Halal Guys,"Halal, American (Traditional), Restaurants",3.0,H3G 2H7
8H67qELki7DEl8Qa7po5Pg,La Fusion Indienne,"Restaurants, Indian",3.5,H3N 1S4
8HXDmFilKi-wlgg0l_jcGA,Koa Lua,"Hawaiian, Restaurants",3.5,H3B 3C4
8HkQI_INY7tdKRLVHtfD3A,Deli 365,"Delis, Kosher, Restaurants, Sandwiches",4.5,H2V 1T6
8Jh3rKhA1a4yDoYfnvDtaA,Elda,"Bars, Restaurants, Gastropubs, Bistros, Nightlife, Breakfast & Brunch, Wine Bars",4.5,H2T 1S1
8K1LYIBaBNEG0zBixnE2vA,BonsScoops,"Flowers & Gifts, Organic Stores, Chocolatiers & Shops, Korean, Candy Stores, Shopping, Specialty Food, Food, Restaurants",3.5,H3H 1M4
8K5fQnv3YZIIhERyU82UBg,Boustan,"Middle Eastern, Restaurants, Lebanese, Mediterranean",4.0,H3G 2B8
8KQVuyyzVwhza-TjgzyGMg,Azuma,"Japanese, Sushi Bars, Restaurants",4.0,H2T 1S4
8Lm8Jiq8-7zLfncLUBpBow,Le Passé Composé,"Restaurants, Breakfast & Brunch",3.5,H2L 1E8
8MnvfnfGB6ETAalNf_sLNg,Cocktail Antabli,"Restaurants, Food, Ice Cream & Frozen Yogurt, Creperies, Desserts",3.5,H4N 3C5
8NHV3DBvq9Q88ZtzdR6W2w,Le Saint-Bock,"Steakhouses, Restaurants, Nightlife, Brasseries, Bars, Pubs",4.0,H2X 3K4
8R7l4_QO1JVBDNJLUaRDWw,Le Café Bloom,"Restaurants, Food, Cafes, Breakfast & Brunch, Coffee & Tea",4.0,H3K 1J1
8RMjm_DTZsRYF8grSeoe9Q,Kréma Café,"Restaurants, Cafes",4.5,H3B
8Rdz0VPY8CuT2GQZ7ho2sw,Sushi Hoshimi,"Japanese, Sushi Bars, Restaurants",4.5,H4V 1S9
8Sk2-Ys0Dlz8KEa1Y4zqOA,William J. Walter,"Food, Meat Shops, Beer, Wine & Spirits, Specialty Food, Sandwiches, Restaurants",4.5,H1W 0A6
8UCsvFHPVxwP1KvKBz0Wmg,Mikasas Sushi Bar,"Japanese, Sushi Bars, Restaurants",3.0,H4N 2W2
8Utj3HIQ_Ma_uE8px-7nQg,Veuve Chalet,"Tapas/Small Plates, Seafood, Desserts, Restaurants, Food",4.5,H2T 2N8
8V0K7CFVZ8X_AxlO-P3WUA,Fiddler's Green,"Restaurants, Irish, Irish Pub, Pubs, Nightlife, Bars",4.0,H3G 2E2
8W8QhnJPmMV8W_8BGoAF5Q,McDonald's,"Coffee & Tea, Fast Food, Food, Burgers, Restaurants",2.0,H2X 3Y2
8_7rgH1zfp7p5tIu7xFUBg,Mozart,"Kosher, Vegetarian, Mediterranean, Restaurants",4.0,H3X 1T9
8_cRladZAcjLnEVb5v8M4A,Osuka Sushi,"Sushi Bars, Japanese, Restaurants",3.5,H2W 1N7
8_cTFNIWFiDqBQ8MyorQEA,Ma'tine,"Restaurants, Breakfast & Brunch, French",4.0,H2L 2A5
8a1pU1DzBI2Ea0wY_UXwsg,Pho Papa Viet,"Barbeque, Restaurants, Vietnamese",4.5,H2L 2H5
8bs6PcnIj4Wyi_Fkkwu3UA,La Cantina,"Seafood, Restaurants, Italian",4.5,H2N 1M7
8cHxQbE0zua2G7re_BOGmA,Hollywood Pizzeria,"Restaurants, Pizza",4.0,H1E 3X7
